Date,Rating,Review,User name,UserLocation,AVG Rating
7/28/2014,4.0 star rating,Scallops are to die for!! But the calamari is not so good! Different menus from dining area and beach area. They didn't tell us there was a difference. Give it a try.. Good food!,Gwennie G.,"Stockton, CA",4.0 star rating
9/22/2014,5.0 star rating,Grubbin Fish Tacos!! Cold ass beer!! Can't go wrong!!,Joaquin M.,"San Jose, CA",4.0 star rating
9/21/2014,5.0 star rating,Excellent food wonderful location brought a visitor and had a wonderful time excellent service. Will return again as a local resident.,Bene C.,"Kihei, HI",4.0 star rating
12/24/2014,4.0 star rating,"Love Lelani's and it's convenient for lunch after shopping at the Whaler's Village. Just know that you are on Hawaii time here. If it's peak season, the servers are working very hard and they are so nice. They're grateful when customers don't yell because their food isn't as fast as if they were at Denny's. 

The fresh fish plate was wonderful, ditto the fish tacos. Fries good, caesar salad yummy (but I would request less dressing). The view is wonderful, it's a great show watching the beach people. We enjoyed it so much we came back a second time.",Chris C.,"Glendale, CA",4.0 star rating
11/12/2015,4.0 star rating,"We ordered the crab cakes for an appetizer, which were great! You only get 2, but for two people it is perfect. Our dinner selection was seared ahi tuna steak and it was amazing. We substituted the rice for mashed potatoes and thought it made it way better. We loved our experience and had great service!",Carrie K.,"Irvine, CA",4.0 star rating
8/17/2014,3.0 star rating,"Very beautiful restaurant & excellent service.  I ordered the jidori chicken and was disappointed.  It wasn't the tender deliciousness that it should have been, however the ahi tower app was delectable.",Rachelle S.,"Santa Rosa, CA",4.0 star rating
7/3/2014,1.0 star rating,This may look like a nice place to eat..but at the end of the day it's crap...we ordered nachos and it looked like 6 chips covered with cheese...horrible...also order the fish and chips and they used cod instead of Ono now..this place has declined in food value and quality..if you're visiting just go to hulas across the way they have a pizza there for half the price that i rather order,Richard P.,"Walnut, CA",4.0 star rating
7/29/2013,4.0 star rating,"Yummy drinks, boring overpriced American food - hey, you get what you pay for. 

Still, worth the experience of having a nice lunch/dinner at Whaler's village. We were deeper in the patio and didn't have the greatest view. However, our service was fantastic! ;)",Krista K.,"San Francisco, CA",4.0 star rating
7/6/2013,4.0 star rating,"One of my favorite places in Whaler's Village.
We love their sangrias, calamari, fish tacos and fast, friendly service. Sure, it's a little pricey but I think it's a great spot for appetizers, drinks and Hula Pie. Maybe we had consistently great food and service because we visited in down season (May)?
We will certainly return again!",Gracie D.,"Calgary, Canada",4.0 star rating
5/28/2014,5.0 star rating,This was our dinner of choice after Eloping on Maui! We dined at the upstairs portion of the restaurant since they mentions the beach area was more bar/ happy hour. Out server was great! Had great convos and she also gave us a slice of the Hula pie on the house since we mentioned we just got married. I order the Filet mingon & the mister got the teriyaki steak. Both were delish! We were a little skeptical since we were in Hawaii and of course wanted to overload on as much Hawaiian food we could of. But this place did us well and definelty had a good last Hawaii meal at Leilani's ! :),Jess G.,"Daly City, CA",4.0 star rating
10/3/2014,4.0 star rating,"First thing to note is that this one restaurant has two menus. The downstairs is casual bar type food and drinks- the upstairs is upscale meats and seafoods. We went to the upstairs area for dinner. Tropical ambiance with views of the ocean made it your typical Hawaiian restaurant experience. I had the filet mignon which was quit tender and juicy. I wasn't particularly keen on the demi glaze sauce, it was a strong flavor, so needless to say I wasn't scrapping it up with my bites. My husband had the teriyaki steak which was quit good with a pickled pineapple relish which had its intrigue. Good portions and filling with the bread they also serve didn't leave us any room for dessert. Overall, I was pleased but not ""wowed"" to give it 5 stars for this type of restaurant.",Veronica D.,"Irvine, CA",4.0 star rating
5/14/2011,2.0 star rating,"Essentially a Santa Monica type chain restaurant in the middle of ten thousand tourists who think they are in Hawai'i, looking good.

Food, so so.  Had a non descript Mai Tai.

Cant see the beach from there either due to the hedge between the sidewalk and the beach.  And all the people pacing back and forth, back and forth on said sidewalk.

All in all, sort of a waste of time.",Nhoj K.,"Olympia, WA",4.0 star rating
10/27/2013,3.0 star rating,"!BEWARE! THIS IS DEFINITELY A $$$ RESTAURANT. 2 people one app one drink was $93++

Staff was friendly and informative, very knowledgable about the menu and food preparation.  

The special was mediocre at best. I got the special fish, Opa, this fish itself was a delicate mild fish, I felt its pairing were too strong and a bit overwhelming for the flavor of the fish itself.  A green curry and fruit salsa was good in its own but it completely his the fish flavor. The filet mignon was excellent however, albeit small.

They gave us a complimentary dessert as we are win Maui for our honeymoon, that was a present and unexpected gesture.",Heather C.,"Orlando, FL",4.0 star rating
1/18/2011,5.0 star rating,"Rating this place 5 stars for the Hula Pie ALONE!! 

I have no idea what their food tastes like, but I have come here several nights for a late night bite of delight. 

I'm so glad I don't have one near me, or I'd be 20lbs heavier from these pies alone. 

If you don't try one, you should smack yourself in the face.",Brianna S.,"Maui, HI",4.0 star rating
3/28/2015,5.0 star rating,"Leilani's has been a favorite of mine since childhood. We enjoy happy hours from 3-5 when JD sings and plays music (as of now, he's there on Fridays and Saturdays) The music is fantastic and always draws a lively crowd. As far as food, the walnut feta salad and Cuban pork sandwich are my favorites as well as hula pie for dessert! The restaurant has a prime location and it is also nice to time dinner to the sunset.",Lindsey R.,"Brentwood, TN",4.0 star rating
10/23/2014,5.0 star rating,My wife and I ate dinner here last night. We were sat down very quickly. We had a great table with an ocean view. The service and food were excellent. The prices were reasonable. My wife had a Parmesan crusted fish dish that was excellent and I had a filet mignon that was also excellent. We were celebrating my wife's birthday so the waiter brought us a complimentary hula pie that was huge and very tasty! I would highly recommend this restaurant.,Allen D.,"San Diego, CA",4.0 star rating
3/24/2015,5.0 star rating,"Had the fish tacos for lunch and top sirloin for dinner. The fish tacos were light and amazing, the fish was really fresh. The top sirloin was so tender you could cut it with a spoon. Our waiter was friendly and very knowledgable about every dish. We will be coming back again... And again.",Chris O.,"Saugus, CA",4.0 star rating
4/27/2013,5.0 star rating,"Best Ono fish tacos you will ever have. Best to get them on Tuesday special, 3:30 - 5pm.",Alden G.,"Steamboat Springs, CO",4.0 star rating
12/1/2014,1.0 star rating,"Hostess seated us, unfortunately server forgot we were there. We ended up leaving 10 mins.",Nausheen V.,"Orlando, FL",4.0 star rating
1/20/2015,3.0 star rating,Was okay.  Not a wow factor other than location.. Beer was warm and prices out weighed any product Served.. We did the dinner entrees .  Wouldn't recommend ..,C C.,"Duncan, OK",4.0 star rating
2/17/2013,1.0 star rating,"On our first night in Maui we stopped here because it was the only place still open.  We got the fish taco's that were absolutely terrible.  The fish was hard and dry, after one bite we said thanks but no thanks and had them take it back.  The Kobe burger was very tasty, but it was barely larger than a slider and cost $17 dollars.  The fries that came with it were undercooked and bland.  A pale ""blaw"", instead of a nice crisp French fry that another minute or two in the fryer would have made - but since we had already given back the tacos and I had just gotten off a plane, I had no more energy to complain.

The management was apologetic and offered some bogus excuse why the tacos sucked, ""because the burger cooked faster"".  Sorry but it takes more than a few minutes for the fish to get that gross. 

I understand that it was near closing time, but if you're going to make terrible food, just close the kitchen.  For the first night in Maui, this left a terrible impression on the local eateries.  Thank goodness the following night we had a phenomenal experience at Merriman's!",Daniel M.,"Bellevue, WA",4.0 star rating
1/3/2013,4.0 star rating,"There are so many choices in this part of Ka'anapali - we ended up here for no good reason other than ""hey, we're here, let's eat"".  Nice view of the beach and ocean, attentive and knowledgeable waitstaff.  Best thing - unpretentious and competently prepared food.  Now bear in mind that this place has two separate dining areas, a casual beachside grill on the lower level and a sit down restaurant on the upper level.  We ate upstairs.  We told our waiter that we had a plane to catch and he assured us that we would have no problems with getting out on time and he was true to his word, even with drinks, appetizers, main course, and desserts!  None of our food was ""fancy"" but it was by and large good.  The seared day boat scallops in lilikoi beurre blanc sauce were excellent.  The cracker and parmesan crusted monchong fish was also delicious.  Desserts were good as well.

Maui is full of ""fine dining"" establishments touting the excellence of the cuisine, the pristine freshness of the local ingredients, yada yada yada but there's something really nice about a meal where all the parts - room, table, service, food and price - work.  This was our last meal in Maui before returning to the mainland and I was glad to have eaten here.",Eric Y.,"La Grange, IL",4.0 star rating
11/23/2013,5.0 star rating,We went yesterday for a late lunch and will certainly be coming back! We started with the nachos with grilled chicken... They were fabulous! The chipotle sour cream was just the right amount of spice and there were toppings until the last bite... We then had the fish a chips... It was flavorful and very crispy leaving us wishing we had ordered more! The service was good and the atmosphere was fun! Can't wait to go back!,Anna A.,"Lahaina, HI",4.0 star rating
1/14/2015,5.0 star rating,I love Leilanis! Teriyaki Steak is incredibly delicious while watching the waves and boats go by.  Don't leave without having the Hula Pie! Enough to share for 5 people! Favorite place to eat when I visit Maui,Marie G.,"Gilbert, AZ",4.0 star rating
10/10/2014,3.0 star rating,Service was excellent...location is excellent...food was good but not great...price was Maui-price,Allan-ester D.,"Vancouver, Canada",4.0 star rating
11/21/2014,4.0 star rating,"I was told by a couple locals that this was the place to go for fish tacos on Maui . I wasn't disappointed. The tacos were very very good. It was $18 for 2 fish tacos and some chips/salsa.  But given the location, the price was not a shock. They've got $5 tacos on Taco Tuesday's. I'm going back on a Tuesday for more.",Brian D.,"Clovis, CA",4.0 star rating
7/3/2013,1.0 star rating,"Not having a good night tonight, the server is spastic and consumed by the numerous requests of the table near us.

The food wasn't good and pricey, which is not a good combination.",Mary C.,"Redondo Beach, CA",4.0 star rating
10/9/2014,5.0 star rating,"We loved this place. We actually went twice during our trip. First time we had burgers after a day at the beach. They were great! Second time we went for happy hour and desert. They had a great live band and the drinks were good and they were good happy hour prices. Fantastic view, friendly staff, good food and cocktails. Be sure to get your parking validated or you will pay about $30 when you leave.",Cindy M.,"Fort Worth, TX",4.0 star rating
5/19/2013,4.0 star rating,"Very accommodating and friendly staff. This place is pretty packed with tourists, but around the area, this is a great place. 

Price- Not too bad. 
Quality- Good food. I think our favorite thing was the muhroom truffle ravioli. We also got the citrus mahi mahi and the prime rib. Sauce for the mahi mahi was good. 
Quantity- Prime rib was pretty huge
Atmosphere- Modern place. I also love the outdoor music. 
Staff- Our waiter, James I think, was very very nice and always checked in to make sure we were comfortable. 

Staff is great.",John L.,"Chicago, IL",4.0 star rating
10/2/2015,2.0 star rating,"Expensive, unless you can make it to happy hour..but convenient and nice service.",Belle A.,"San Francisco, CA",4.0 star rating
1/7/2015,5.0 star rating,"Fabulous!  Great ambiance... Table overlooking the ocean, delicious dinner, and great service!  Not to be missed, and we will always go back when in Maui!",Lyndy H.,"Larkspur, CO",4.0 star rating
1/4/2015,4.0 star rating,Fish and Chips were really good! Happy hour specials $5 mixed drinks and select beer were the bees knees. 3-5pm everyday except Tuesday! There was live music too! Recommended.,Ashley C.,"Oxnard, CA",4.0 star rating
11/11/2013,4.0 star rating,"Fish tacos here are much better than sister restaurant, Hula Grill, but still not great.   Pork Nachos are very good here which made up for the tacos. 

We had good service and sat upstairs on end towards Hula Grill so we could enjoy the live music.",Brian G.,"Berryville, VA",4.0 star rating
5/29/2013,5.0 star rating,"Excellent food. Excellent location. Excellent service. I couldn't ask for more. 
Must try their calamari if you like calamari :)",Mary C.,"Monterey, CA",4.0 star rating
2/13/2015,5.0 star rating,"Service exceeded expectations. Brett was very friendly and super attentative to our group. Dinner was hot and served in a very timely manner. The big kahuna burger was excellent. Apps were good, coconut shrimp were good but you don't get a lot.",Eric S.,"Renton, WA",4.0 star rating
11/21/2012,4.0 star rating,"In search of sustenance without reservations, Leilani's was pretty crowded indicating the food was probably pretty tasty.  So, what does one eat when faced w/a new menu of options never seen before.  It was Halloween & thankfully, our waiter, a eyeliner clad Pirate rolled off recommendations with a deadpan delivery that boarded on hustle status...but given his low, muted tone couldn't be taken for a pushy car salesman.

After wavering on the seafood choices, I selected the king crab legs with mashed potatoes & steamed veggies.  My SO got a steak & lobster combo, which afforded me an opportunity to sample other items without ordering directly.  

The King Crab legs were ginormous & arrived pre-cracked (yay for me!).  I thoroughly enjoyed every bite of the delicate meat that came out of the spiky textured shell.  Then, I tasted the lobster & was blown away.  It had a light crust, something bread like & enriched w/some type of bubbly gooeyness on top that didn't overpower & made me tastebuds explode with delight.  As if that weren't enough, the butter was like icing on a cake, and each bite was savored with immense satisfaction.

I had lobster last wknd @ another Oahu based restaurant & left longing for the Lobster @ Leilani's...",Michelle O.,"Ladera Ranch, CA",4.0 star rating
2/10/2015,5.0 star rating,"We ate at the beachside grill. The fish tacos are incredible!!!! Easily the best meal I've had in Maui. The fish is so fresh and perfectly seasoned. We also had the ahi poke bowl which was equally fresh and delicious; the taro chips are perfect with it. Wide selection of local beers and mixed drinks. Right on the water. Service was excellent. Prices were reasonable. Although our trip is only 10 days long, we will definitely eat here again!!",Natalie N.,"Lahaina, HI",4.0 star rating
4/29/2013,4.0 star rating,"Great location. Nice staff. The food was overpriced, same for everything at whalers village. My wife loved her salad and lava flow. I got the hawaiian burger, just ok. The kid Mac and cheese is from a box but that was fine with my toddler (not fine for $6). 

Would I come back? Maybe on another trip. Not good enough for twice in one vacation. Not bad enough to avoid altogether.",Eugene S.,"Gambrills, MD",4.0 star rating
8/4/2014,5.0 star rating,"Was on vacation for a week, decided to eat here for our last dinner. Best decision ever. Service was great & their food was the bomb dot com! Their S'mores & Hula Pie desserts were amazing too! Highly recommend this place :)",Nina O.,"Fairfield, CA",4.0 star rating
10/18/2013,5.0 star rating,This was our first time to Maui!!! While here we are we ate here four times!!! Everything was great from the food to the service!!! The fish tacos are to die for!!! The sauces that they make for their dishes are absolutely amazing!!! When we return to Maui we will definitely come back to this restaurant!!!,Diane C.,"Bakersfield, CA",4.0 star rating
7/12/2014,5.0 star rating,"We had the best meal during our stay on Maui here.  We were staying at the Sheraton and were really underwhelmed with the food at the hotel and the other options nearby.  We made a reservation and were seated at the primo table in the corner looking out at the beach.  The view was amazing.  We started with the tuna sashimi appetizer and it was perfectly cooked, probably the best sashimi I have ever eaten.  I ordered the mahi maui and again it was perfectly cooked.  Overall the experience was delightful.  This is most definitely the best dining option in Whaler's Village.  The other restaurants we dined at were just so/so.  Leilani's stands out.",Andrew S.,"Scottsdale, AZ",4.0 star rating
6/23/2014,2.0 star rating,"Sadly has gone way down hill over the last few years.  For some reason the hostess decided to show us to the worst table at the far end right in the hot sun even though there were nicer tables inside in the shade.  When we rejected that one we got to wait 20m while others were seated before us, then given a table next to the bar where we had the pleasure of hearing blenders nonstop.  The food has gone downhill as well and is now overpriced to boot.  Not that you'd know as it took an hour to get our entrees.  As others have noted, you might enjoy happy hour here but its hasta la vista for food..",Boris G.,"Danville, CA",4.0 star rating
7/29/2013,3.0 star rating,"When in Maui, we always come here for one reason - Hula Pie!

The food is descent, the location is great, conveniently located in Whaler's Village close to several resorts. It is located right on the beach, sunset views are amazing! We ate here twice on our last visit to Maui (both times in the downstairs dining area), I had the Pork sandwich one night and the pork nachos the second night. Both were good, but not amazing. It's a good place to bring kids, and service is generally good although it does get very crowded (likely due to the view and the pie!) My family loves the Hula Pie, macadamia nut ice cream on a chocolate cookie crust with whip cream and hot fudge sauce on top. Yummy! Perfect dessert to beat the humid Hawaiian heat:)",Sarah B.,"Morgan Hill, CA",4.0 star rating
12/16/2015,5.0 star rating,My friend's birthday dinner was here and we enjoyed the dishes and the service here very much! Birthday cake was a free Hula ice cream. She is so happy with everything and so do I!,Sunny Z.,"Downtown, San Diego, CA",4.0 star rating
7/24/2013,5.0 star rating,"We tried the spicy Ahi dish and it was incredible! If you're not a fan of spice, it's not for you but if you are ... this is a must try. My boyfriend ordered the steak with the grilled maui onions. I don't eat red meat but this was melt in your mouth delicious and totally another dish worth trying. 
I called to let them know we were celebrating 5 years when I made the reservation and although we still had to wait a few minutes for our table, we had an amazing balcony table with a view of the sunset!",Alexis I.,"Newport Beach, CA",4.0 star rating
1/27/2015,5.0 star rating,"Located right on the beach, one of the best places to dine in Maui. Friendly and efficient service, gorgeous ocean views, and a delicious menu. Leilani's offers a full bar and live music. Somewhat of a dressier beach environment as far as ambiance goes. Come here multiple times every time I am in Hawaii- looking forward to the next time! :)",Cassandra S.,"Santa Rosa, CA",4.0 star rating
5/18/2013,4.0 star rating,Came early enough for early bird dinners which were Wonderful and only $20. Maui onion encrusted marlin with brussel sprouts & rice for me (and I normally hate brussel sprouts!). Miso grilled shrimp with forbidden rice & book choy for wife. Good mixed drinks (coconut grove and anuenue). Then HUGE hula pie. Yum!,William T.,"Cotati, CA",4.0 star rating
9/26/2012,3.0 star rating,"Taco Tuesday! You need to go for Aloha Hour on Tuesdays because their tacos are out of this world. Four dollar tacos! And we're talking fish, pork, crab, and veggie tacos.
The reason it only got 3/5 stars is because when they have live bands, they blast the music way too loud. And a lot of the patio seating in under the sun so it gets pretty hot. The drinks also taste a little weak (except for the Mai Tais which are pretty tasty).
Beautiful view, friendly staff, delicious tacos, and the best Hula Pie ever. However this restaurant also owns 3 or 4 other restaurants on Maui which all have very similar menus, happy hours, and Hula Pies.
Leilani's definitely deserves checking out. Aim for Tuesday!",Rachel M.,"San Jose, CA",4.0 star rating
8/22/2014,5.0 star rating,Parmesan crusted opah with lemon caper sauce was delicious. You have to get the hula pie for dessert. Sooo good and plenty for two to share.,Dorothy S.,"Wynantskill, NY",4.0 star rating
11/24/2013,4.0 star rating,"Part of a very nice chain of restaurants here on the island, the food is great and the location cannot be beat. Fish Tacos a must. Only reason if not a '5-star' is their frozen alcoholic drinks were a little weak. Other than that a must dine at while on Maui.",Brad C.,"Lone Tree, CO",4.0 star rating
9/25/2012,5.0 star rating,"My wife and I LOVE Leilani's! 

We have visited them multiple times and usually enjoy the barside menu downstairs. The fish tacos are great and the fish and chips are also good. The fish and chips USED to be top knotch when they made them with Ono, but the new recipe is still good. Their pulled pork sandwich is above the norm for what you expect. 

The dessert of choice is the legendary Hula Pie. Definitely one you share, it's an ice cream pie slice with an oreo crust with gratuitous amounts about chocolate and whipped cream with mac nuts. 

Drinks are good and they have a happy hours also. Decent selection of draft beer too. 

You can't beat the view on Ka'anapali beach looking out toward Black Rock and the islands of Lanai and Molokai. It's the perfect location to see the sunset also. 

I did plan a banquet event here as well. The event manager, Kako, was very helpful and stayed in touch with me via email and phone. They were very fleixble with menus and arrangements. It was the perfect ending to our day and event as 19 of us enjoyed good food and watched the sunset from our table.",Bee Z.,"Glendale, AZ",4.0 star rating
12/25/2012,3.0 star rating,"It's a nice location, convienant for tourists, so of course touristy prices. Way overpriced for what you  get. The Teri steak was dry. The fish/shrimp with black rice was really good. Daughter had a ranch salad. They took a head of lettuce, cut it in 4, left it like that and then put some tomatoes/avocado on top. I really could of done that at home, but unfortunately I was on vacation. The bread they serve was really good. I could of ate bread all night. Not a lot of choices on the menu-especially not much kids will eat.",Jennifer G.,"Fort Lewis, Joint Base Lewis-McChord, WA",4.0 star rating
8/12/2012,2.0 star rating,"I'll keep this short. The Hula Pie is great. There is no question about that. However, when dessert is the best part of a spendy meal, something is wrong. 

For dinner I got the chicken. It was dry and on the low end of edible. The dish was arranged in a roll shape with seven slices. The middle slice was very tasty, with the other six increasing in dryness and the not fun kind of crunchy as you got toward the ends. Not worth the price paid.",Scott M.,"North Bend, WA",4.0 star rating
6/21/2015,2.0 star rating,"The ambiance is nice and the view is awesome. The service is outstanding however the food portions are relatively small (I am not fan of massive plates by any means but here the portions are very small by any standard). Besides the size, the preparation and presentation of food is nothing to ride home about. I ordered the Ahi and as expected Ahi was fresh and good (four Sashimi size was dinner) but the rice and garnish was not that good at all. There are better choices in Maui.",Reza J.,"Irvine, CA",4.0 star rating
12/9/2010,3.0 star rating,"The best thing about this place is that it has mostly outdoor seating and it's right on the beach strip. The food however is overpriced for what it is, but that's typical in the area. I didn't think the fish and chips were very good. The fish tacos were really sad being served in flour tortillas with cheese (wtf!?) and the fish was tiny.

Service was good though and I'm sure other items on the menu might be better.",Chris O.,"Portland, OR",4.0 star rating
6/16/2014,3.0 star rating,Overpriced fish and chips (served with actual tortilla chips) at $17 for two small pieces. They were the only place open when our flight got in late. Service is horrible also.,Sandy H.,"Porter Ranch, Los Angeles, CA",4.0 star rating
11/6/2013,5.0 star rating,LOVED the fish tacos and Maui Onion salad! Great sunset view and a great server! Would definitely go back!!,Stacey J.,"Antelope, CA",4.0 star rating
7/8/2010,4.0 star rating,"Just so ya' know, came here only for an appetizer and happy hour during our trip to Maui. We almost never ate lunch since we were busy hiking or swimming. We came to Leilani's because it was written up in one of the guide books and being the diligent tourists we are, had to check out the spots sure to be completely devoid of all local Hawaiians. Whatever. 
We really were not trying to be your typical tourists, the copywriter in the guidebook just did a good job writing about Leilani's.

The food, the drinks...get on with it woman! We stopped in about 30 mins before happy hour ended, ordered $4 mai tais and 2 $4 sliders that were on their happy hour menu. $16 for 2 people at a mini-meal on Maui? Unheard of! 

The sliders were by no means the 'mini burgers' touted at a fast food restaurant last year. Mine had Kula grilled vegetables and feta cheese. My husband ordered the crab cake slider. In addition to the contents, the little bun set the mini-meal off perfectly. It was a small wheat bun lightly toasted and probably buttered. Gasp! (I try to steer clear of butter generally.) 

The drinks were alright, not as good as the sliders though. 

Definitely check out Leilani's for happy hour. We might try it for dinner another time.",ciara c.,"Temecula, CA",4.0 star rating
6/3/2013,3.0 star rating,"This was a beautiful place to have dinner at sunset. Right on the beach. The food was pretty good overall. But very spendy. Our waiter was busy and as a result did not come by our table very often. We waited a long time to order, and for drink refills. We eventually got our meals - fish for dh and filet mignon for me. They delivered our food and disappeared. We didn't see our waiter (or any other server) for about 10-13 minutes after the food arrived. In that time my steak and my kid's meals got cold as we waited to ask for ketchup and steak or horseradish sauce. I finally just ate my steak plain (which is how it tasted, no seasoning at all) so it wouldn't be ice cold. Very disappointed in this. 
The dessert, which was hula pie for my birthday, was delicious.",Julie H.,"Gilbert, AZ",4.0 star rating
9/12/2014,3.0 star rating,Ehhhh... the service was good but I've had better.,Maria F.,"Fremont, CA",4.0 star rating
7/3/2012,4.0 star rating,"We only had drinks and snacks, but they were good.  It's a busy place in an even busier location.  But they take good care of you.  Terrific ocean views, of course.  And good people watching.",Dennis S.,"Kihei, HI",4.0 star rating
10/26/2014,2.0 star rating,"We used to think Leilani's had the best fish tacos on Maui. However, they aren't nearly as good or large as they used to be and they cost a lot more. 

If it ain't broke, don't fix it!",Seth H.,"Maui, HI",4.0 star rating
7/23/2010,3.0 star rating,"I was a little disappointed this last time around.  Last year my wife and I came here and thought it was really good.  I was looking forward to the dinner special they have in the upstairs dining area.  It was so good last year and such a great deal that we came here our first night in Maui this time and it didn't hurt that we were staying within walking distance.

I ordered the teriyaki steak early dinner special.  The steak was a pretty good size and the sides were fine, but the teriyaki sauce was a bit on the salty side.  I don't know if it was just this one night I happen to come here but by the end it was hard to keep eating the steak because it was so salty.  The previous time I had it the steak was delicious and the sauce was perfect (not too sweet not too salty).

Can't beat the view or the price.  I'm hoping it was just a fluke on the sauce.",Alan L.,"Fairfield, CA",4.0 star rating
8/14/2012,3.0 star rating,"We easily made a reservation on Open Table, but I was a little surprised to be seated on 'the back porch' (high traffic area between the Beachside Grill and the main dining room) after having made a reservation for the main dining room. 

Server seemed new (at least inexperienced).  He 'memorized' the menu and specials but didn't seem to know much about the items (couldn't describe beyond what was memorized). 

Food was fine but nothing to rave about... or even remember when I right this review a couple of months later.  I do remember it being quite expensive for what we got (we even split an entree)... but guess that's the price you pay for traveling to Maui.",Erin R.,"Everett, WA",4.0 star rating
7/19/2014,4.0 star rating,Beautiful view but it wAs a little hot and humid in the room. Our food was good and my sangria was excellent. My daughter doesn't like fish so she ordered off of the bar menu. She got a grilled cheese that was out of this world. Caesar salad was fishy but the bleu cheese wedge salad was great. Shrimp scampi was ok but the paella was wonderful. The hula pie was delicious. We would definitely come back.,Maria T.,"Downtown, Sacramento, CA",4.0 star rating
10/21/2014,3.0 star rating,"We came here our last night on the island of Maui, and other than the one hour wait, we were mostly pleased. The food was great and servers were friendly and helpful, but obviously very busy. We waited a while for drinks and our waiter, but once he came and introduced himself things went smoother. For those of you out there with a sweet tooth I must recommend the s'mores dessert.",Alyssa S.,"Faribault, MN",4.0 star rating
6/14/2014,2.0 star rating,"Visited this place on vacation, apparently same owners as Hula Grill and Kimo's in Lahaina, for sure visit the other two restaurants over this one. Food wasn't worth mentioning and the wait staff seemed bored",Jannae V.,"Renton, WA",4.0 star rating
11/24/2015,4.0 star rating,"Moist and delicious seafood dishes, exceptional salads and the best dessert I've eaten in Maui. You mud try the traditional breadfruit dessert topped with strawberries and fresh mint and drizzled with honey.",Paula B.,"Redmond, WA",4.0 star rating
1/12/2013,3.0 star rating,"This place is alright. For the way it looks, I honestly expected for the food to be better. I tried yelping beforehand but this place receives so many mixed reviews. But I now understand why, it depends on what pleases you. 

Location- Great. The view is amazing. If you sit on the top floor you have a nice view of the ocean and you're next to the Whalers Village shopping area so it's very convenient. 

Service- Awesome. Our server was attentive, knowledgable and made recommendations. 

Food - Meh. And that's why they get three stars. I ordered the mahi mahi citrus fire grilled. It comes with the fish, and a ""salad"" on the side. The fish was very citrusy indeed. It's a good thing I like sour stuff because it was apparent lemons and limes were used to season the fish. The little salad was more of a salsa with cubed pineapples and cucumbers. It went well with the fish and it was okay, just expected something else I guess. My boyfriend got the miso marinated mahi mahi, he said it was too sweet. The best dish was the steak my boyfriends dad got and the sashimi appetizer we had in the beginning, now that was top notch. 

I didn't try the hula pie which I regret, It could have earned them a star perhaps. The best part for me here was Mai Tai I ordered that came in a cool glass.",Janelle A.,"Anaheim, CA",4.0 star rating
10/18/2014,4.0 star rating,"Happy houred a lot here...  Taco Tuesday's offered $5 corona and margaritas. $5 Mahi Mahi tacos too!  One could eat quite well for a nominal price. 

Regular happy hours were great too!  Maggie the bartender was excellent and always helpful. We missed her on her days off...

The food was excellent and the hula pie was to die for!  We would take it to go and enjoy it Late at night. They packed it perfectly with the nuts and chocolate separate. Stick the chocolate in the microwave for a few seconds and you have liquid hot fudge to pour over your guilty pleasure. So good but so bad...

We ate fish here (3 times in our visit) and look forward to visiting again.",Judy K.,"Sacramento, CA",4.0 star rating
10/8/2015,5.0 star rating,"Husband and I had lunch here yesterday.  It's a great place right on on the beach near the Hula Grill.  Both places have menus up to check out, and prices are about the same.  I saw a salad had to try at Leilani's, so we went over there.  It was huge!  It was walnut, Maui onion, feta cheese, a chicken breast, and sliced strawberries on a plate of fresh greens.  Delicious!  I had lemonade to drink, then had another glass.  It was really good too.  My husband had a really huge cheeseburger with the works, fries and a Coke.  The bird started sitting at my feet so I started tossing them pieces of salad and a few of his fries.  They were so many birds around the table when we left, I didn't want to leave.  I love birds.  But we were both full, and ready to browse Whalers Village, so I left my new friends, but promised myself if we ever make it back here, I'll definitely go back there to eat and feed the birds.  Great place, the staff couldn't have been nicer, and the food is great.",Vicki P.,"Crescent City, CA",4.0 star rating
7/14/2014,5.0 star rating,"The food was amazing! The Prime Rib was the best ever! Be ready to wait. We reserved a table online, but still had to wait 20 minutes.",Robert C.,"Chatsworth, CA",4.0 star rating
8/25/2015,5.0 star rating,"Amazing dinner from start to finish, highly recommend the hula pie and a cup of coffee to finish the meal",Michael C.,"Riverside, CA",4.0 star rating
