Date,Rating,Review,Name,Location,Rating_v1
9/29/2013,2.0 star rating,"I definitely loved the Hula Pie but that was the most exciting thing of the entire meal. My boyfriend and I came at night so there wasn't much of a view but the sound of the waves made up for it. The BF got a bone in rib eye and I ordered some kind of fish. I guess not that memorable if I don't even remember what I got! I'm not sure if it was because I just woke up from a heavy nap or didn't love the food but it was just alright to me. 

The service was good not amazing but my review should really be based off of how the food was. Will I be back? Probably not but I'm glad I got to try the Hula Pie!",Diana T.,"Walnut Creek, CA",4.0 star rating
11/14/2013,5.0 star rating,"excellent place.
We got Fresh Island Fish and Ahi salad.
Fish was very fresh and excellent cook with side dish quinoa and squash. All parts of dish were excellent cooked and harmonically complimented each other. 
Ahi salad was a surprise. It's very original combination of various greens, nuts and beens. We enjoyed it.",Andrei L.,"Cupertino, CA",4.0 star rating
11/13/2013,4.0 star rating,"11/13/13 update: we celebrated our last night, farewell to Maui dinner here.  View and food were as awesome as our last visit. Food and ambiance is better than Bubba Gump's. Hubby says food is as good as that fancy place we went to!",Tracy W.,"American Canyon, CA",4.0 star rating
8/25/2013,4.0 star rating,"I would come back here for the view alone! The food was mediocre, but the seating was amazing!  Their open rooftop deck overlooks the blue ocean and gets a nice breeze that is awesome to feel while you dine and soak in the fact that you're in Maui!!  Unlike other restaurants that have outdoor seating with a ceiling, this place has a completely open deck with large umbrellas to keep you shaded.

Their hula pie is basically one slice of a giant dome shaped ice cream cake.  Look for free coupons floating around before you come.  We scored a coupon at one of the art stores on Front Street!

I'll be back for the postcard view alone!!",Maureen K.,"Seattle, WA",4.0 star rating
11/10/2014,5.0 star rating,"Kimo's is right on front street in Lahaina . Amazing views, excellent service and the food is Fantastic !!! This place is a must visit in Maui !",Kellie M.,"Claremont, CA",4.0 star rating
7/18/2009,3.0 star rating,"This place is a good spot for LUNCH.  I would not go here for dinner.  I ordered the fish taco with a caesar salad and it was quite good.  I am not usually a fan of fish tacos but I really did enjoy what I had for lunch there.  The cobb salad was also good.  Service was good and the atmosphere was good especially since it was right on the water.  The drinks were also pretty good (blue hawaiian and a mai tai).  If you are in the area and are hungry, give Kimo's a shot.

Hope you enjoy!  Cheers!",Mary T.,"Knoxville, TN",4.0 star rating
10/11/2014,4.0 star rating,"Oh, Kimo's. You have been a big part of my life ever since I was just a wee lad. It's because of your scrumptious house-made caesar salad that I learned to enjoy fresh greens as a kid. Your fish offerings are, without fail, flavorful and cooked to perfection. Those carrot muffins and the whipped butter--talk about bliss. And the Hula Pie: decadence. However, you've lost your edge. What's with the changes you've made? Charging for the salad? I suppose it's just because you don't much care to distinguish yourself from the other fine dining options in Lahaina. I mean, the views in the afternoon and sunset from your seaside location will always draw people who wish to grace your patio and upper deck in for dinner. Perhaps you guessed that was good enough. Your choice. Just know that it makes me sad.",Neal D.,"Paia, HI",4.0 star rating
7/10/2011,4.0 star rating,"My husband and I stopped here for lunch at the beginning of our drive from Ka'anapali to the Haleakala crater and loved it!

Kimo's is the perfect spot for lunch. We got a great table overlooking the ocean (most of their tables do). The menus are already waiting for you at the table; this place is super casual. We ordered the smoked marlin as an appetizer. 

Wow! What a pleasant surprise that marlin was. The fish was fresh and came with thinly sliced Maui onions, capers, and a horseradish cream that wasn't too intense, just right. My husband tried using a thin piece of fish as a ""roll"" with the capers and onions in it and it was a fantastic idea. Marlin appetizer = gem.

I ordered the Fresh Island Fish and yes, it was fresh and delicious. It came with rice and macaroni salad. The macaroni salad would have been better if it were colder, but that's my only complaint.

My husband got the coconut crusted island fish, which was also good but quite different from what I ordered (sweeter and heavier). 

If we'd had more time on the island, we probably would have tried this place again for dinner. If you are in Lahaina during the lunch hour, definitely stop at Kimo's!",Krystle S.,"Frisco, TX",4.0 star rating
2/24/2015,4.0 star rating,"A bit touristy and efficient in that sort of way (at the expense of warmth or flexibility ...) but that said, 5 of us had good meals and left satiated for ~$40/each (with drinks). Cool building, view and location. Exceptional calamari.",Glenn K.,"Millwood, WA",4.0 star rating
1/24/2011,5.0 star rating,"This was my favorite place we ate in Hi.   The prices were reasonable and the view was amazing.  Had a FANTASTIC artichoke appetizer followed by an exceptional fish sandwich.  The fries were so so, normal as fries go.    This is the perfect place for a relaxing lunch or casual dinner.  This is the only place I found fresh brewed Lipton Ice tea.  Not even Mcdonalds had regular tea with out some sort of berry for flowery additive so that scored this place BIG POINTS.  Sad tho, they didn't have 'to go' cups.  Oh well. 

Please don't pass this place up!",Molly P.,"Clinton, NJ",4.0 star rating
8/29/2013,3.0 star rating,"Let me start by saying the food was 4-5 stars.  We walked in just before dinner and there were about 20 open tables, the receptionist said ""we'll get you a table, just have a seat"". We thought that most of those tables were booked.  After about 10 minutes of sitting and about 8 parties being sat, my wife went up to her with a ""wtf"" motion.  The lady made an honest mistake, but after that most of the service continued to be spotty.  Our server gave an excellent description of the fresh fish preparations, but wasn't very attentive after that.  The meal was delish, our mixed drinks were pretty weak.  I think the assistant manager (young lady in a dress) checked on us once and her service was excellent, the rest of the staff needs to follow her lead.",Mickie F.,"Palmdale, CA",4.0 star rating
9/1/2014,3.0 star rating,"Beautiful location, if you are not there the hour before sunset. That last hour is brutal. Food and drunk was so-so and service was by stepford wife.  Restaurant Refuses any type of substitutions on dinners. Veggie hash, a side, was really good.",Paula B.,"Concord, CA",4.0 star rating
4/14/2015,4.0 star rating,"Kimo's has a great outdoor patio, right along the water. If you are coming here for dinner, definitely get here early as the good seats get taken quickly.  Our party of 5 was lucky enough to score one of the best sunset-viewing tables.

The smoked fish bruschetta has a great kick with the horseradish, perfect for sharing a light appetizer.  The carrot muffins, rolls and fresh butter are absolutely delicious.

Our waiter had a selection of fresh caught fish to choose from.  We enjoyed the snapper, Ono and monchong.  Generous portions, loved the veggies and rice pilaf which were also served on the plate.  The fish was fresh, but some in our party found the preparation of the Ono a bit bland.

Drinks are hit or miss -- try the grog, skip the Lahaina lemonade.  The hula pie is not to be missed!  Some of the hotels give out ""Free Hula Pie"" coupons so definitely check with the concierge.",R S.,"Falls Church, VA",4.0 star rating
1/6/2014,4.0 star rating,"We came here last night for dinner & sat on the patio over looking the water. Service was great- we had Erika. We started off with the coconut shrimp which I read great reviews but Ive had better. For dinner, I had the Mahi-Mahi (herb preparation) and my sister had the parmesan crusted Ono. We thought the fish was prepared better than Leilani's & the prices were a bit better. The portions are still a bit small & I recall in the past getting a house dressing or Caesar salad with your meal-they must have gone away with that. Hula pie is a must dessert!",Annette S.,"Oak Brook, IL",4.0 star rating
10/3/2013,4.0 star rating,"Got to love the view in this place. 
I got the prime rib. It was very delicious. I took home what  I couldn't eat and had eggs and prime rib for breakfast the next two days.",Patrick Z.,"Concord, CA",4.0 star rating
10/2/2013,3.0 star rating,"First off the hostess was rude. Not friendly. Dropped the menus on the table and walked away. No ""Welcome"" or ""enjoy your meal"" or anything.

Got the Lahaina Lemonade. It was okay. Kinda watered down and not much vodka or lemonade flavor. Server was very friendly (Joy was her name) and she seemed
Very helpful.

Food arrived fairly quickly. I got the Turkey Focaccia sandwich. It was okay, just okay. Not a lot of flavor. Fries were room temperature at best.

The view is amazing. Ocean, mountain and surfer view.

Overall this place was okay. Not fantastic. Just okay. I would probably come back only if there was no where else to try in the area first.",Michael M.,"Honolulu, HI",4.0 star rating
4/11/2013,5.0 star rating,"We love Kimo's! Yes, I know it's expensive, but it's worth it! The food is soooo good! Try any fish Kimo's style - it's divine. I love to just go and sit in the bar area and have a burger or some coconut shrimp, a glass of wine and a view of the sunset. The Hawaiian guitar player adds a really nice touch too.

 Last Thanksgiving this is where we had our Thanksgiving dinner. They had a full dinner with all the fixins and I did't have to cook it! Thank you Kimo's. We tried it on our first trip to Maui because we love Jake's in Del Mar, California, also owned by the same company. The food at both restaurants is consistently good - as are the AMAZING views.",Jennifer R.,"Mount Pleasant, SC",4.0 star rating
2/17/2015,5.0 star rating,Many husband had the prime rib and I had the red snapper! Everything was great! Great view of the sunset! The hula pie was good but over rated.,Sheila N.,"Mokena, IL",4.0 star rating
8/12/2013,4.0 star rating,"We made a reservation online for 8:30 and were seated pretty well on time.  Was still quite busy when we were seated.  Ordered Mai tai and piña colada to start.  Had lettuce wrapped pulled pork and ahi poke to start.  Poke was good but didn't need the fried tortilla chips thrown on top of it.  

Roasted mahi mahi and Parmesan crusted Ono were both cooked perfectly and absolutely delish.   Sides of rice and veggies were just ok.  Skipped dessert.  Would come again for the fish, definitely!",Lee M.,"Oakville, Canada",4.0 star rating
11/20/2014,3.0 star rating,"Such a fun place to visit when you're in Lahaina.  There can sometimes be a wait, but it's worth it.  Casual dining with a great menu and a great view.  Very attentive wait staff.  A diverse menu, sometimes the fish can be overcooked, but overall it's a good place to take a break.  If you return with your receipt you get a FREE piece of their famous HULA PIE!  If you're lucky they will have seasonal flavors!",Gwen S.,"Oakdale, CA",4.0 star rating
4/7/2015,5.0 star rating,"DELICIOUS. Missed eating here from years ago. This time I got the 32oz prime rib and I do not know how I managed to finish it. It was cooked to perfection though and I enjoyed every bite!! It says market price so I don't know how much it fluctuates but for this 32oz slab, it was $50 for me. Love Kimo's!",Andrew S.,"Kailua, HI",4.0 star rating
12/27/2014,5.0 star rating,"This is our favorite place to eat when visiting Maui.  The atmosphere is wonderful, everything on the menu is delicious and the hula pie is a must have regardless of how full you are!",Tiffany W.,"Lodi, CA",4.0 star rating
6/6/2013,4.0 star rating,"good (but pricey) drinks, and that hula pie (which some sites have purported to be around 2000 calories) is delicious and worth every single minute you spend at the gym burning it off",Long C.,"San Francisco, CA",4.0 star rating
3/18/2013,4.0 star rating,"I'm only putting 4 stars because I can't give a half of a star, really I'm only taking off half of star for some minor issues.

As I got to pick Coconuts Fish Cafe (http://www.yelp.com/biz/coconuts-fish-cafe-kihei#hrid:i4znXts29yTy4qDSMFbeLQ) for lunch in Kihei yesterday, my sister got to pick today's lunch in Lahaina. She looked in our Fromer's guidebook and liked the sound of this place, so I doubled checked the ""street cred"" on Yelp! to find that it would be a good place for us to eat lunch. So off we drove from Makena Landing to Lahaina.

We waited about a minute before a hostess came up to seat us and she immediately said sorry for the wait. I know that must be a standard line for them but hey, I will accept politeness! 

Our waitress was great, her name escapes me but she was quick to respond when we asked which fish dish she preferred: the Coconut Crusted Island Fish (Peanut sauce, pineapple salsa, white rice, macaroni salad) or Fresh Island Fish (Roasted in sweet basil lemon & garlic glaze and served with white rice and macaroni salad or sandwich style with fries). She said that she personally preferred the Fresh Island Fish because she doesn't like peanut sauce or spicy food that much. While we thought about our food options (which were many and all sounded amazing), we ordered the Macadamia Nut Crusted Calamari (Breaded calamari served with house made cocktail sauce).

My mom and sister wound up ordering the Coconut Crusted Island Fish (they both love peanut sauce and Thai food) and my dad chose the Fresh Island Fish. I went for the  Paniolo Burger (Applewood smoked bacon, grilled onions, BBQ sauce, shredded lettuce, tomatoes) with french fries. The other dishes sounded great but we have salmon at our cottage to eat for dinner tonight. It took about 20 minutes for our food to arrive and I dove into my burger with gusto. While the ingredients were not ""gourmet"", the final result was definitely pleasing. I sampled a small bite of the Fresh Island Fish and found that to be great as well.

I made sure to save room for Hula Pie (we saw some when we came in and it looked AMAZING). They offered us traditional (macademia nut ice cream center) or March's seasonal flavor (mint chocolate chip), we ordered the traditional. Holy moly that's some good stuff! Definitely worth the drive up from Makena. Imagine this Yelpers, Oreo cookie crust, RICH macademia nut ice cream, thick gooey fudge, whipped cream and macademia nuts sprinkled on top.

Now for the reasons I knocked off 1/2 of a star:
- my dad's piece of fish in the Fresh Island Fish was quite small, slightly larger than half of what I expected it would have been. Thank goodness I didn't finish my burger or he would have been hungry!
-they charged us $1.50 (without telling us) to change the sides on my mom's side of macaroni salad to Caesar salad and my dad's sides to all salad with bleu cheese dressing.
- the lemonades were $3.50 and totally NOT worth it, I like my lemonade tart but this wasn't just tart, it was slightly off somehow (not sure what happened)",Laura D.,"Pasadena, CA",4.0 star rating
5/3/2015,4.0 star rating,Great place for a sunset dinner. Fish was slightly over cooked but still enjoyable. Service was also great. I think the same people own a restaurant just north of the westin kaanapali. This place can also get crowded.,Mitch G.,"Salt Lake City, UT",4.0 star rating
3/31/2014,5.0 star rating,"Beautiful location, we sat and ate on the deck overlooking the ocean. Had the fish tacos and they were so tasty, drinks were beautiful and very tasty I had the mango daiquiri. Our server was also very pleasant.",Jenny B.,"Susanville, CA",4.0 star rating
10/13/2014,4.0 star rating,"Kimos never disappoints! Fresh catch of the day is exactly that, mouth watering moist & seasoned to a creamy melt in your mouth full of delishiousness. The hula pie is made with the top ingredients, just make sure you have 3 others to share the slice with.",Laurie M.,"Kailua-Kona, HI",4.0 star rating
5/26/2011,3.0 star rating,"This place was a nice restaurant.  The restaurant gets busy.  We had a large party (over 20) and they were able to accomodate us.  The food is on the pricey side.  I ended up getting the chicken and I didn't really like it..  I was so tired since it was our first night in Hawaii but I managed to get a few bites in.  Everyone else loved their food.  
Great views from the restaurant and the staff was very nice.",Chrissie O.,"Escondido, CA",4.0 star rating
5/25/2013,4.0 star rating,"Pretty solid lunch here and the location sure doesn't hurt.   How can you complain when you're eating some fresh fish tacos right on the crystal blue Pacific ocean?   The Calamari appetizer was pretty tasty too and, of course, the 2 pints of Bikini Blonde washed the whole meal down beautifully.   I'd be interested in trying this place out for dinner sometime.   Kid friendly too, a big plus!",David O.,"Walnut Creek, CA",4.0 star rating
12/17/2014,4.0 star rating,"Beautiful view. Great service. Definitely worth the visit! The food was mediocre though. Both our entree fish dishes were overcooked and the appetizers were just ehhhhh. Just typical fried appetizers. 

The reason for the 4 star rating? The amazing view and the good service. I would still come back here to just enjoy the view and grab some drinks.",HappyFee T.,"Manhattan, NY",4.0 star rating
3/25/2015,4.0 star rating,"We drove up to Lahaina from Kihei to see the sights and have some lunch. After finding parking (nosmall feat) we took a walk up and down Front St. looking for a place to eat. I remembered Kimo's from the ""Maui Revealed"" guide book so we
passed on Bubba Gump's, Cheeseburger in Paradise (crazy crowded ... was
Jimmy Buffet playing in there or what?), Lahaina Fish Grill, and Koa's. Kimo's
turned out to be a great choice.

While we waited for our table we got a round of drinks from the bar. I had a
lemonade based vodka drink I forget the name of, which was tasty. We got a
table quicker than anticipated and followed the hostess to our table. Really
great views from the dining area at Kimo's. We were seated right next to the
water and the entire restaurant would audibly ""whoa"" as two whales could be
seen in the ocean breaching and diving and doing all those cool momma and
baby whale things.

The food also didn't disappoint. I had the Wedge Salad with Steak. It was
great. Med rare and tender with a nice sear. It paired wonderfully with the
wedge salad's blue cheese dressing, bacon, and candied walnuts. The others in the
party ordered Ono fish sandwiches and a Shrimp Salad with Beets. All the
food was good to outstanding with my Wedge salad and the Shrimp Salad
being the best.

Service was outstanding, drinks were strong, food was really good, and the
view was great. My only regret is we didn't get to go back for another meal.
The Hula Pie seemed to be a favorite of some other diners near us, they raved
about it and told us to keep our receipt so we could get a free one next time
we go. I hope there is a next time!",J. P.,"Long Beach, CA",4.0 star rating
4/14/2013,2.0 star rating,"What a disappointment. I go to Maui at least once a year and tried almost every restaurant at least once. Kimo's is owned by TS Restaurants - the same owners as Duke's beach house, Leilani's and Hula Grill all on on Ka'anapali beach. All these restaurants operate at the same price point and even share many menu items. Given that I really enjoy all those restaurants, I was shocked by my terrible experience at Kimo's. 

First complaint - a 45 minute wait for lunch. Since it's located on front street, the tourists flock here. It's just not worth the wait. 

Second complaint - The restaurant looks dated - old dark woods and dark if your not seated on the deck. The tables on the deck have a good view of the ocean but most of the seating comes without the view. The three previously mentioned restaurants are all located right on the beach. Why pay the same price without the beautiful view?

Third complaint - We had to wait at least 10 - 15 minutes for a server to take our drink order. This is just not the case at other Maui restaurants. 

Fourth complaint - We ordered the same drinks we get at Dukes - The Lava flow and a Bikini Blonde on draft. The lava flow was just not as rich or thick and my beer tasted watered down.  

Final complaint - the food was simply not good.  I had the fresh fish plate - the Mahi Mahi. The fish portion was ridiculously small and completely over cooked / dry. It was served with a scoop of dull macaroni salad loaded with mayonnaise (yuck) and a side of plain flavourless white rice.  This was easily one of the worst meals I ever ate in Maui.  My wife had the Ahi fish tacos. You get two tacos with fresh Ahi (which was good) but it had way too much sauce - it ruined the dish. It was served with a side of oily nacho chips.

I don't get all the good reviews for Kimo's. I would have probably given Kimo's an extra star or two had I not been to so many similar priced restaurants in Maui that offer so much more. Trust me, try restaurants outside the Lahaina / Front street area. 

I will not be back on my next visit..

BK",Billy K.,"Philadelphia, PA",4.0 star rating
12/27/2015,5.0 star rating,"I was a kid the first time I went to Kimo's back in 1980. The Restaurant was only 3 yrs old at the time. I remember ordering the Teriyaki Sirloin and it was delicious. 35 yrs later on November 18th, 2015 I tried it again and it was the same,the only difference was the teriyaki sauce came in a little cup back then and now it's put on the steak. Also for desert I had the Hula Pie and it was fantastic as usual. The restaurant is beautiful and is right on the water and I will be back next year for sure.",Mike H.,"Sultan, WA",4.0 star rating
5/27/2014,2.0 star rating,Went here for lunch upon our arrival in Maui and decided to try it based on yelp reviews. SO disappointed. The food was just awful - I got fish tacos and they were so bland I was adding salt just for flavor. Pretty views only somewhat make up for it. Pass on this one and try something else.,Brittney E.,"San Francisco, CA",4.0 star rating
5/10/2013,4.0 star rating,"Pretty descent food. I ordered some sort of fish dish, as it was the first meal I ate after arriving in Maui. It warmed my soul quite simply. If you can, grab the outdoor seating on the second level. It is covered, so you don't have to worry about those spontaneous tropical showers so typical of these islands. The price is fairly reasonable and I wish I had gone back to eat there once again before we left!",Ariel Z.,"Medford, MA",4.0 star rating
8/15/2014,3.0 star rating,"Make a reservation. It pays off with where they seat you. We made it in advance before visiting the island and they sat us next to the railing where you can see and hear the ocean crashing against the rocks. Outdoor patio is nice. You can see the patio to other restaurants too. Friendly staff and well knowledgeable about the menu. I ordered the Teriyaki Sirloin. I don't recommend this as the yelp picture I saw shows a huge piece but when I got my plate it looked like a tiny filet mignon. Not to mention I asked for Medium and got Med-Rare. Yuck! Made me sick! Tried to stomach it during the meal but the waitress came by and insisted they cook it again. They were at least nice enough to replenish my already finished rice side on the plate with a new scoop of rice. Points for that. We were celebrating my moms birthday so they threw in a half size hula pie also a nice touch. Bathrooms only have 2 stalls which is ridiculous for a 2 story restaurant. That needs improvement. Other than that, wish we made a reservation for sunset instead of 8p because it was pitch black and couldn't see any ocean view.",Rochell D.,"Fontana, CA",4.0 star rating
12/8/2013,3.0 star rating,"We decide to dine at kimo's because of the high yelp reviews. 
Our first visit was a party of four. 
It was okay at best for both service and food. The upstairs sunset, open air view was nice. Over all it was nothing to write home about.

We decided to give Kimo's another try with our friends, this time party of 8. 
Again it was just okay, not good, not bad either. Service was okay, food was okay, drinks were okay. Kids loved the Hula Pie. 
None of us were too excited about this place and would definitely go elsewhere next time.",Deanna B.,"Cotati, CA",4.0 star rating
3/14/2015,5.0 star rating,Great place to eat and a great island atmosphere. The service was the best I experienced on the island!!!  There were plenty of choices for great food so everyone in the family got what they wanted. The Hula pie is worth the trip by itself. We had 2 because it was so good. A must go to at least once on any visit,Michael S.,"Colorado Springs, CO",4.0 star rating
6/6/2014,5.0 star rating,This is one of my favorite restaurants in Maui. The food is amazing with a great ambience. Kimo style baked mahi mahi and the prime rib are perfect,Charlie R.,"Santa Monica, CA",4.0 star rating
1/17/2015,2.0 star rating,"Bit overpriced. Sunset view on 2nd floor is ruined my screen mesh. Probably to keep bugs out....Table napkins need updating/replacing. My dish rag at home is in better shape than that.  Ahi was a bit tough, almost like frozen texture. It was a better experience last year.",Joe P.,"Seal Beach, CA",4.0 star rating
3/14/2013,5.0 star rating,All I have to say is wow. The service here is great. The seafood excellent. Drinks delicious. The Hula Pie is to die for and a must have. I wish the had lications here on the mainland. I will be back.,Michael M.,"Orlando, FL",4.0 star rating
4/16/2011,2.0 star rating,"I decided to try Kimo's based on all the other reviews.  Maybe I ate here on a bad day?  

The food tasted bland and overcooked... really not anything to write about there.  I didn't like one single dish that I tried.  The prices were quite high since this restaurant is super touristy and in a touristy part of town.  Our server didn't really pay attention to us and we had to constantly try to flag him down for beer and water.  He spent most of his time with the other 2 tables around us.  

One thing that I have to say about this restaurant is the excellent view.  It is right on the water on Front Street.  (Lahaina)  We missed the sunset, but I can imagine it being absolutely beautiful.",Amy T.,"Vancouver, Canada",4.0 star rating
1/12/2015,5.0 star rating,Wonderful sunset views ! We had dinner upstairs and thought the ahi dinner as well as the lobster topped mahimahi was superb ! Will go back,Diane S.,"Pleasanton, CA",4.0 star rating
3/4/2015,5.0 star rating,What a wonderful experience!!  The food was superb but the service was even better. Jim waited on us and I have to say we have never seen that level of service from anyone as we did from him. Thank you for making our experience such a good one!,Teresa C.,"Citrus Heights, CA",4.0 star rating
6/2/2013,3.0 star rating,"Our food was a hit or miss, but this place isn't cheap, so I didn't expect any misses.  

Fisherman's Chowder - 5 stars. Amazing flavor and they were not stingy with ingredients.
Coconut Shrimp - 1 star. Dry and crusty.  We ate them only because we weren't going to throw away $14.
Roasted Beet Salad - 3 stars. Decent salad, but nothing special.
Baked Kimo's Style Red Snapper - 5 stars. Absolutely amazing.  The freshness of the fish really brought out the flavors and I'm not a fan of fish in general.
Baked Potato - 5 stars. Fully loaded and huge, no complaints here.
Filet Mignon - 4 stars.  Delicious and cooked perfectly medium-rare as requested.
Pacific Paradise cocktail - 5 stars. Strong and mixed perfectly.

3 stars because of the shrimp, salad, and lack of service.  Even the hostess was unfriendly.",Fonda K.,"Rosemead, CA",4.0 star rating
10/12/2014,4.0 star rating,Food was great. Beautiful views if you are outside. We were lucky to get a table right next to the water. We made reservations for 5:30 and were able to have dinner during sunset. Cool spot. Waiter was really nice. He was really busy so it took him a long time to come around to take orders,Maria P.,"Simi Valley, CA",4.0 star rating
5/23/2013,4.0 star rating,"My wife and I came here during our vacation.
I ordered the prime rib and of course the hula pie.
The prime rib was good but had better. I was a little disappointed in the hula pie, not that it didn't taste great but was expecting it to be something more different but I would order it again.",Mike L.,"Rancho Cucamonga, CA",4.0 star rating
2/24/2015,3.0 star rating,Calamari gets 5 stars. It was everything else that makes this just ok. The Cesar salad was warm and slightly wilted. The smoked Gouda Mac and Cheese was good but not much flavor for smoked Gouda. The burger was big but extremely messy. I could have eaten at a hundred places and gotten similar satisfaction. Price for what we got poor rating. Oh and the Piña Colada skip it.,Nicole G.,"Red Oak, TX",4.0 star rating
8/17/2013,5.0 star rating,"My wife and I have been coming here since we got engaged in Maui six years ago. We come back every year and have dinner at Kimo's on our last night on the Island. It's become our tradition. We've always had the best wait staff and the food has never disappointed. It's always around our Anniversary when we come and Kimo's has always made us feel special at a special time.

The Lava Flow's are great in the bar on the deck by the water. Watching the sunset during dinner upstairs is just amazing.",Mark G.,"Huntington Beach, CA",4.0 star rating
11/16/2015,4.0 star rating,Wife and I ate at Kimo's for a light lunch. Wife had the coconut shrimp and I had the fish/chips. Everything was great and we had a nice table right on the edge of the ocean. We will definitely be dining at Kimo's again.,Michael H.,"Chula Vista, CA",4.0 star rating
9/6/2014,5.0 star rating,Great atmosphere to enjoy an incredible meal at. My husband and I shared the kimo style mahi mahi and absolutely loved it! It melted in your mouth it was cooked so perfectly. The rice paired with it is out of this world good. A nice treat was the carrot cake type muffin they serve before dinner. It was like a pre dessert. We also enjoyed the macadamian nut crusted calamari that was delicious. The tarter sauce had a kick to it so don't pile too much on before you try it.,Danielle G.,"Temecula, CA",4.0 star rating
10/6/2014,1.0 star rating,"Absolutely agree with Joe E. 

We stopped by on 10-1-14 and had the same experience. It has been a few years since we have visited Kimo's and we were looking forward to a table on the rail. It has been a 20+ year tradition to kick off our Maui stay with lunch before checking in to our hotel. 
This last visit was really bad. The fish and chips were very disappointing and the presentation was mediocre. The serving sizes aren't what they used to be and the meal had a pre-fab previously frozen look to it. The sashimi was flat out horrible. 
This place isn't what it used to be and their reign has come to an end.  It takes more than a view these days.  Sadly, we probably won't be back.",Janice G.,"Eagle, ID",4.0 star rating
5/21/2014,5.0 star rating,"Awesome food and service. Best ambiance in Lahaina! Coconut Crusted Fish Entree was amazing. My bf and I split it, shared and appetizer, and Hula pie. It was the perfect amount of food.",Ashley D.,"Pasadena, CA",4.0 star rating
11/4/2010,4.0 star rating,"GREAT lunch with a great view!  So glad we stopped into Kimo's. After ""meh"" food experiences our first day in Maui, we headed over to Lahaina to explore and walked into this place to enjoy lunch on the ocean.

Our server was great and had no problem moving us to a table out of the direct sun when we asked. My Cobb salad, as boring as that sounds (who goes to Hawaii and orders a Cobb salad???), was DELICIOUS! I have to try Cobb salad whenever I see it on a menu and I seriously think this takes the award for best ever. They give you a big ass hunk of blue cheese, lots of avocado, and flavorful chicken.

My roomie got the Plate Lunch which had ribs, chicken teriyaki, and the standard mac salad and rice. The chicken teriyaki at Kimo's is white breast meat, YEAH! I really cannot understand the love for fatty, dark meat, pork-looking chicken teriyaki served at places like Da kitchen and Aloha Mixed Plate. I like my chicken white and juicy, not translucent and oily.

Of course we had to have the famous finale - Hula Pie. It was a good dessert to share. It's about 90% ice cream though so you have to be in the mood for that.

All in all we love our lunch at Kimo's and next time we are round Lahaina way, I will get that Cobb salad :)",Alison B.,"Phoenix, AZ",4.0 star rating
11/13/2015,4.0 star rating,"excellent location, fish tacos are great. its always worth sitting outside on the deck great view of the harbour",brian c.,"Eugene, OR",4.0 star rating
9/23/2012,5.0 star rating,"Came to Kimo's last year to share a Hula Pie with the hunny. We sat on the edge of the restaurant's deck close to the water. It was beautiful and the ambiance romantic. The Hula Pie was phenomenal so this year we were excited to come back for dinner. We made reservations ahead of time after checking the sunset times. It couldn't have worked out better! We walked in and they seated us immediately.  We noticed a few people waiting for a table.  We did notice about 10-15 minutes after we were seated- there were tons of people waiting for a table.  We had a table again right by the water and got to watch the sun go down behind Lanai. Gorgeous.  

The hubby ordered prime rib (we've had better) and I ordered the rosemary chicken  (amazing) and of course ended the night with the Hula Pie. :)

If you are coming to Maui- Kimo's is a must!",Angie T.,"Torrance, CA",4.0 star rating
6/24/2014,5.0 star rating,"I'd definitely have to say this restaurant has the best view in town. Great drinks, quick service and cannot beat the sunset view! We had a nice bottle of white wine a couple of appetizers. Our server was very attentive and professional. No complaints!",Tina P.,"San Diego, CA",4.0 star rating
4/17/2013,3.0 star rating,"I thought this place was just ok when I went for lunch. Nothing on the menu jumped out and sounded amazing. But the restaurant is right on the water, so very pretty scenery.

I had the fresh fish plate and an order of the parmesan crusted calamari. The fish was fresh and delicious... it was slightly under seasoned, but that's how I like it! I can always add 2 shakes of salt. No biggy. Their light basil marinade over it was flavorful, that's what's important. However, the portion is quite small. The calamari was pretty meh though. I think it was overcooked. The batter coating was pretty dry and dark, indicating they over-fried it. Definitely nothing special... in fact, it tasted like frozen food. I didn't taste any parmesan or anything special about that batter. And we had the Hula pie for dessert per everyone's recommendation. It was very good, just be sure you aren't lactose intolerant. It's essentially an ice cream pie. YUM! 

I think their dinner menu looks much better than the lunch menu. But I really was so underwhelmed by my lunch here that I have no desire to return for dinner.",Victoria H.,"Los Angeles, CA",4.0 star rating
9/23/2014,5.0 star rating,We loved Kimo's!!  Both of us had fish and while we liked mine more they were both great. But the one thing you must try is the sweet potato Brussels sprout hash. Oh my God the flavors and textures all together are truly outstanding. It's right on the water as well which lends itself to a nice spot to take I all in.,Jennifer F.,"Chicago, IL",4.0 star rating
7/7/2015,3.0 star rating,"Tourist trap special. Right on the waves of Lahaina Harbor, and part of the group of restaurants that includes Dukes and Leilani's. Average food and service, but good location. Maybe have a drink here, eat elsewhere.",Brandon B.,"Davis, CA",4.0 star rating
